,department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,kpi_80,award_won,avg_training_score,is_promoted,sum_metric,total_score
300,Finance,Bachelor's,m,1,28,2.0,4,0.0,0,59.0,0,2.0,59.0
301,Technology,Master's & above,m,1,46,5.0,10,1.0,0,76.0,0,6.0,76.0
302,Procurement,Bachelor's,m,1,27,2.0,2,0.0,0,69.0,0,2.0,69.0
303,Sales & Marketing,Bachelor's,m,1,34,2.0,5,0.0,0,47.0,0,2.0,47.0
304,Analytics,Bachelor's,m,1,32,5.0,3,1.0,0,86.0,0,6.0,130.5
305,Operations,Bachelor's,f,1,35,5.0,10,0.0,0,63.0,0,5.0,63.0
306,Procurement,Bachelor's,m,1,36,4.0,3,1.0,0,66.0,0,5.0,66.0
307,Procurement,Master's & above,f,1,54,1.5,13,0.0,0,70.0,0,1.0,70.0
308,Finance,Bachelor's,m,1,29,4.0,4,0.0,0,57.0,0,4.0,57.0
309,Procurement,Bachelor's,f,1,33,3.0,3,1.0,0,67.0,0,4.0,67.0
310,Operations,Bachelor's,f,1,32,5.0,6,0.0,0,62.0,0,5.0,62.0
311,Legal,Below Secondary,m,1,25,5.0,2,1.0,0,59.0,0,6.0,59.0
312,Procurement,Bachelor's,m,1,41,2.0,9,0.0,0,68.0,0,2.0,130.5
313,Procurement,Bachelor's,f,1,25,3.0,1,1.0,0,69.0,0,,69.0
314,Analytics,Master's & above,m,1,50,1.5,7,0.0,0,79.0,0,2.0,79.0
315,Sales & Marketing,Bachelor's,m,1,30,1.5,7,0.0,0,53.0,0,1.0,53.0
316,Technology,Bachelor's,m,1,28,3.0,1,0.0,0,81.0,0,,81.0
317,Analytics,Master's & above,m,1,40,5.0,5,0.0,0,83.0,1,6.0,83.0
318,Finance,Below Secondary,f,1,26,3.0,2,0.0,0,61.0,0,3.0,61.0
319,Technology,Bachelor's,m,1,35,5.0,8,1.0,0,81.0,0,6.0,81.0
320,Sales & Marketing,Master's & above,m,1,37,3.0,7,1.0,0,52.0,0,4.0,52.0
321,Operations,Master's & above,m,1,34,3.0,3,0.0,0,75.0,1,3.0,75.0
322,Operations,Bachelor's,m,1,25,3.0,2,0.0,0,57.0,0,3.0,57.0
323,Sales & Marketing,Bachelor's,m,1,22,5.0,2,0.0,0,62.0,1,5.0,62.0
324,Procurement,Bachelor's,f,1,26,5.0,2,1.0,0,68.0,1,6.0,130.5
325,Technology,Bachelor's,f,1,31,4.0,7,1.0,0,80.0,0,5.0,80.0
326,Finance,Bachelor's,m,1,31,5.0,3,1.0,0,60.0,0,6.0,130.5
327,Analytics,Bachelor's,m,1,32,3.0,6,1.0,0,86.0,0,4.0,86.0
328,Sales & Marketing,Bachelor's,m,1,36,5.0,8,0.0,0,48.0,0,5.0,48.0
329,Technology,Bachelor's,f,1,54,3.0,13,0.0,0,81.0,0,3.0,81.0
330,Sales & Marketing,Bachelor's,f,1,42,4.0,9,0.0,0,51.0,0,4.0,51.0
331,Sales & Marketing,Bachelor's,m,1,28,3.0,3,0.0,0,48.0,0,3.0,48.0
332,Analytics,Bachelor's,m,1,33,4.0,3,1.0,0,86.0,0,5.0,130.5
333,Analytics,Bachelor's,m,1,41,3.0,3,0.0,0,86.0,0,3.0,86.0
334,Operations,Below Secondary,m,1,26,3.0,1,0.0,0,61.0,0,,122.0
335,Procurement,Bachelor's,f,1,32,5.0,5,0.0,0,84.0,1,6.0,84.0
336,Operations,Bachelor's,m,1,48,3.0,8,0.0,0,57.0,0,3.0,57.0
337,Operations,Master's & above,m,1,41,3.0,7,0.0,0,58.0,0,3.0,58.0
338,Technology,Master's & above,m,1,31,5.0,4,1.0,0,82.0,0,6.0,82.0
339,Sales & Marketing,Bachelor's,m,1,37,4.0,5,0.0,0,54.0,0,4.0,54.0
340,Analytics,Bachelor's,m,1,30,1.5,4,0.0,0,84.0,0,1.0,84.0
341,Finance,Below Secondary,m,1,26,5.0,2,1.0,0,60.0,0,6.0,60.0
342,Sales & Marketing,Bachelor's,m,1,44,5.0,11,0.0,0,42.0,0,5.0,42.0
343,Operations,Bachelor's,f,1,44,3.0,10,0.0,0,60.0,0,3.0,60.0
344,R&D,Master's & above,m,1,30,4.0,2,1.0,0,96.0,1,5.0,96.0
345,Operations,Below Secondary,m,1,24,3.0,2,0.0,0,59.0,0,3.0,59.0
346,Sales & Marketing,Bachelor's,m,1,40,1.5,10,0.0,0,49.0,0,1.0,49.0
347,Technology,Master's & above,m,1,32,3.0,5,0.0,0,80.0,0,3.0,80.0
348,Sales & Marketing,Bachelor's,m,1,40,5.0,7,0.0,0,53.0,0,5.0,53.0
349,Technology,Below Secondary,f,1,24,4.0,3,1.0,0,78.0,0,5.0,130.5
350,Sales & Marketing,Bachelor's,m,1,45,4.0,13,0.0,0,64.0,1,4.0,64.0
351,Sales & Marketing,Bachelor's,f,1,34,5.0,5,0.0,0,60.0,1,5.0,60.0
352,Operations,Bachelor's,f,1,54,4.0,13,1.0,0,60.0,0,5.0,60.0
353,Technology,Bachelor's,m,1,35,3.0,7,0.0,0,82.0,0,3.0,82.0
354,Sales & Marketing,Bachelor's,m,1,24,4.0,2,0.0,0,51.0,0,4.0,51.0
355,Sales & Marketing,Bachelor's,m,1,35,2.0,8,0.0,0,48.0,0,2.0,48.0
356,Technology,Bachelor's,m,1,31,1.5,2,0.0,0,81.0,0,1.0,81.0
357,Operations,Bachelor's,m,1,33,3.0,5,0.0,0,60.0,0,3.0,60.0
358,HR,Master's & above,f,1,44,3.0,13,0.0,0,47.0,0,3.0,47.0
359,Sales & Marketing,Bachelor's,m,1,24,2.0,2,1.0,0,52.0,1,3.0,52.0
360,Procurement,Bachelor's,m,1,34,2.0,10,0.0,0,69.0,0,2.0,130.5
361,Sales & Marketing,Bachelor's,m,1,37,5.0,2,0.0,0,54.0,0,5.0,54.0
362,Operations,Bachelor's,m,1,31,3.0,4,0.0,0,63.0,0,3.0,126.0
363,Procurement,Bachelor's,m,1,32,3.0,8,0.0,0,69.0,0,3.0,69.0
364,Operations,Bachelor's,f,1,33,5.0,7,1.0,0,57.0,0,6.0,57.0
365,Operations,Bachelor's,f,1,53,3.0,11,0.0,0,57.0,0,3.0,57.0
366,Operations,Bachelor's,m,1,37,5.0,4,1.0,0,57.0,0,6.0,114.0
367,Sales & Marketing,Bachelor's,m,1,30,2.0,5,0.0,0,49.0,0,2.0,49.0
368,Analytics,Bachelor's,m,1,35,5.0,3,1.0,0,81.0,0,6.0,81.0
369,Technology,Bachelor's,m,1,32,3.0,4,0.0,0,80.0,0,3.0,80.0
370,Operations,Bachelor's,m,1,45,3.0,9,0.0,0,61.0,0,3.0,61.0
371,Procurement,Bachelor's,m,1,29,3.0,1,0.0,0,69.0,0,,69.0
372,Sales & Marketing,Bachelor's,m,1,31,3.0,4,0.0,0,53.0,0,3.0,106.0
373,Technology,Bachelor's,m,1,34,3.0,8,0.0,0,80.0,0,3.0,130.5
374,Analytics,Bachelor's,f,1,24,3.0,1,1.0,0,86.0,0,,86.0
375,Operations,Master's & above,f,1,31,5.0,7,1.0,0,59.0,0,6.0,59.0
376,Sales & Marketing,Master's & above,f,1,37,3.0,6,1.0,0,47.0,0,4.0,47.0
377,Sales & Marketing,Master's & above,m,1,42,3.0,12,0.0,0,48.0,0,3.0,48.0
378,Procurement,Master's & above,m,1,40,3.0,6,0.0,0,72.0,0,3.0,72.0
379,Operations,Bachelor's,m,1,37,5.0,5,1.0,0,64.0,0,6.0,64.0
380,Operations,Bachelor's,m,1,50,3.0,8,0.0,0,57.0,0,3.0,57.0
381,Operations,Bachelor's,m,1,28,3.0,1,0.0,0,61.0,0,,61.0
382,HR,Master's & above,f,1,54,3.0,13,0.0,0,53.0,0,3.0,53.0
383,Sales & Marketing,Master's & above,m,1,42,2.0,10,0.0,0,46.0,0,2.0,92.0
384,Operations,Master's & above,m,1,34,3.0,8,0.0,0,61.0,0,3.0,61.0
385,Operations,Bachelor's,f,1,34,5.0,8,1.0,0,54.0,0,6.0,54.0
386,Operations,Bachelor's,m,1,29,3.0,1,0.0,0,62.0,0,,62.0
387,Operations,Master's & above,f,1,32,4.0,7,1.0,0,59.0,0,5.0,59.0
388,Operations,Bachelor's,f,1,27,5.0,2,0.0,0,61.0,0,5.0,61.0
389,Analytics,Bachelor's,m,1,30,3.0,1,1.0,0,83.0,0,,130.5
390,Technology,Master's & above,m,1,46,3.0,13,0.0,0,83.0,0,3.0,83.0
391,Sales & Marketing,Master's & above,m,1,37,3.0,10,1.0,0,49.0,1,4.0,49.0
392,Sales & Marketing,Bachelor's,f,1,48,4.0,13,0.0,0,52.0,0,4.0,52.0
393,Technology,Bachelor's,m,1,40,5.0,12,1.0,0,84.0,0,6.0,84.0
394,Technology,Bachelor's,m,1,32,3.0,6,0.0,0,73.0,0,3.0,73.0
395,Sales & Marketing,Bachelor's,m,1,33,1.5,7,0.0,0,48.0,0,1.0,48.0
396,Procurement,Bachelor's,f,1,35,3.0,6,0.0,0,66.0,0,3.0,66.0
397,Sales & Marketing,Bachelor's,m,1,23,3.0,2,0.0,0,51.0,0,3.0,51.0
398,Analytics,Master's & above,m,1,32,3.0,4,0.0,0,86.0,0,3.0,86.0
399,Operations,Bachelor's,m,1,31,3.0,6,0.0,0,59.0,0,3.0,130.5
400,Operations,Bachelor's,f,1,40,4.0,13,0.0,0,60.0,0,4.0,60.0
401,Procurement,Master's & above,m,1,43,2.0,7,0.0,0,70.0,0,2.0,70.0
402,Operations,Master's & above,m,1,38,3.0,6,0.0,0,60.0,0,3.0,60.0
403,Sales & Marketing,Bachelor's,m,1,36,5.0,8,0.0,0,49.0,0,5.0,49.0
404,Procurement,Master's & above,m,1,49,5.0,13,1.0,0,65.0,0,6.0,65.0
405,Sales & Marketing,Bachelor's,f,1,32,1.5,4,0.0,0,50.0,0,1.0,50.0
406,Analytics,Bachelor's,m,1,26,3.0,2,0.0,0,91.0,0,3.0,130.5
407,Analytics,Bachelor's,m,1,54,3.0,13,0.0,0,87.0,0,3.0,87.0
408,HR,Master's & above,f,1,35,3.0,5,0.0,0,50.0,0,3.0,50.0
409,Operations,Master's & above,f,1,36,4.0,6,1.0,0,59.0,0,5.0,59.0
410,Sales & Marketing,Bachelor's,m,1,29,5.0,4,1.0,0,45.0,0,6.0,45.0
411,Procurement,Bachelor's,m,1,46,3.0,13,1.0,0,72.0,0,4.0,72.0
412,R&D,Bachelor's,m,1,30,3.0,4,0.0,0,84.0,0,3.0,130.5
413,Sales & Marketing,Bachelor's,m,1,51,5.0,13,0.0,0,40.0,0,5.0,40.0
414,Sales & Marketing,Master's & above,m,1,37,3.0,7,0.0,0,54.0,0,3.0,54.0
415,Analytics,Bachelor's,m,1,27,3.0,2,0.0,0,88.0,0,3.0,88.0
416,Sales & Marketing,Bachelor's,m,1,43,1.5,4,0.0,0,49.0,0,1.0,49.0
417,HR,Bachelor's,f,1,31,3.0,7,0.0,0,51.0,0,3.0,51.0
418,Operations,Master's & above,f,1,38,4.0,9,1.0,0,65.0,0,5.0,130.0
419,Sales & Marketing,Master's & above,f,1,43,1.5,10,0.0,0,45.0,0,1.0,45.0
420,Technology,Bachelor's,m,1,29,3.0,4,0.0,0,81.0,0,3.0,130.5
421,Technology,Master's & above,f,1,30,3.0,2,0.0,0,79.0,0,3.0,79.0
422,HR,Bachelor's,f,1,49,5.0,13,1.0,0,50.0,0,6.0,50.0
423,Analytics,Master's & above,m,1,49,4.0,5,0.0,0,90.0,0,4.0,90.0
424,Sales & Marketing,Master's & above,m,1,36,2.0,5,0.0,0,48.0,0,2.0,48.0
425,Procurement,Master's & above,m,1,33,1.5,3,0.0,0,71.0,0,1.0,71.0
426,Sales & Marketing,Master's & above,m,1,52,3.0,13,0.0,0,49.0,0,3.0,130.5
427,Sales & Marketing,Bachelor's,f,1,29,3.0,1,0.0,0,53.0,0,,53.0
428,Operations,Bachelor's,m,1,37,3.0,11,0.0,0,56.0,0,3.0,56.0
429,Finance,Below Secondary,m,1,25,3.0,3,0.0,0,61.0,0,3.0,61.0
430,HR,Below Secondary,m,1,24,3.0,1,1.0,0,52.0,0,,52.0
431,Technology,Master's & above,f,1,37,4.0,13,0.0,0,79.0,0,4.0,79.0
432,Operations,Bachelor's,m,1,35,5.0,10,1.0,0,59.0,1,6.0,59.0
433,Technology,Bachelor's,f,1,33,3.0,4,1.0,0,76.0,1,4.0,76.0
434,Procurement,Bachelor's,f,1,33,5.0,9,1.0,0,71.0,0,6.0,71.0
435,Technology,Bachelor's,f,1,54,3.0,13,0.0,0,78.0,0,3.0,78.0
436,Analytics,Bachelor's,m,1,29,3.0,1,0.0,0,88.0,0,,88.0
437,Operations,Bachelor's,f,1,38,2.0,8,0.0,0,59.0,0,2.0,59.0
438,Operations,Bachelor's,m,1,48,4.0,13,0.0,0,57.0,0,4.0,57.0
439,Legal,Bachelor's,m,1,31,3.0,1,1.0,0,62.0,0,4.0,62.0
440,Technology,Master's & above,f,1,32,1.5,5,0.0,0,77.0,0,1.0,77.0
441,Procurement,Bachelor's,m,1,24,3.0,2,0.0,0,63.0,0,3.0,130.5
442,Technology,Master's & above,m,1,37,5.0,5,1.0,0,77.0,0,6.0,130.5
443,Sales & Marketing,Bachelor's,f,1,32,5.0,8,1.0,0,46.0,1,6.0,46.0
444,Sales & Marketing,Bachelor's,m,1,31,3.0,2,0.0,0,48.0,0,3.0,48.0
445,Operations,Bachelor's,m,1,45,3.0,5,1.0,0,61.0,0,5.0,122.0
446,Sales & Marketing,Bachelor's,m,1,54,5.0,6,0.0,0,45.0,0,5.0,45.0
447,Operations,Master's & above,m,1,39,2.0,8,0.0,0,59.0,0,2.0,118.0
448,Procurement,Master's & above,m,1,42,1.5,4,0.0,0,70.0,0,1.0,70.0
449,Operations,Bachelor's,f,1,45,3.0,4,0.0,0,65.0,1,4.0,65.0
450,Operations,Master's & above,m,1,41,3.0,3,1.0,0,61.0,0,4.0,61.0
451,Technology,Master's & above,f,1,41,1.5,11,0.0,0,74.0,0,1.0,74.0
452,Sales & Marketing,Master's & above,m,1,34,1.5,7,0.0,0,50.0,0,1.0,50.0
453,Sales & Marketing,Bachelor's,m,1,47,5.0,13,0.0,0,52.0,0,5.0,52.0
454,Sales & Marketing,Master's & above,m,1,33,5.0,7,1.0,0,51.0,0,6.0,51.0
455,Operations,Master's & above,f,1,48,3.0,13,0.0,0,69.0,1,3.0,69.0
456,Operations,Bachelor's,m,1,34,4.0,3,0.0,0,60.0,0,4.0,60.0
457,Sales & Marketing,Master's & above,m,1,35,5.0,4,1.0,0,47.0,0,6.0,47.0
458,Analytics,Master's & above,m,1,35,5.0,4,1.0,0,84.0,0,6.0,84.0
459,Technology,Bachelor's,f,1,26,3.0,2,0.0,0,79.0,0,3.0,130.5
460,Sales & Marketing,Master's & above,m,1,45,3.0,13,0.0,0,49.0,0,3.0,49.0
461,Sales & Marketing,Master's & above,f,1,31,3.0,1,0.0,0,54.0,0,3.0,54.0
462,Sales & Marketing,Bachelor's,m,1,30,5.0,7,0.0,0,49.0,0,5.0,49.0
463,Sales & Marketing,Bachelor's,m,1,46,1.5,5,0.0,0,50.0,0,1.0,50.0
464,Operations,Bachelor's,f,1,54,5.0,4,1.0,0,56.0,0,6.0,56.0
465,Operations,Bachelor's,m,1,44,5.0,11,1.0,0,55.0,0,6.0,55.0
466,Technology,Master's & above,m,1,35,3.0,3,0.0,0,86.0,0,3.0,130.5
467,Sales & Marketing,Bachelor's,m,1,33,2.0,6,0.0,0,52.0,0,2.0,104.0
468,Operations,Bachelor's,m,1,38,4.0,8,1.0,0,55.0,0,5.0,55.0
469,Technology,Master's & above,m,1,39,3.0,5,0.0,0,80.0,0,3.0,80.0
470,Sales & Marketing,Bachelor's,m,1,30,3.0,2,0.0,0,50.0,0,3.0,50.0
471,Operations,Bachelor's,m,1,31,3.0,1,1.0,0,65.0,0,,65.0
472,Sales & Marketing,Bachelor's,m,1,54,4.0,3,0.0,0,50.0,0,4.0,50.0
473,Sales & Marketing,Bachelor's,f,1,34,1.5,7,0.0,0,50.0,0,1.0,50.0
474,Operations,Bachelor's,m,1,38,3.0,4,1.0,0,66.0,0,4.0,66.0
475,Sales & Marketing,Bachelor's,m,1,24,3.0,1,1.0,0,55.0,0,,55.0
476,Procurement,Master's & above,m,1,45,3.0,13,0.0,0,87.0,1,3.0,87.0
477,Sales & Marketing,Master's & above,m,1,40,1.5,11,0.0,0,53.0,0,1.0,53.0
478,Procurement,Bachelor's,m,1,32,3.0,3,0.0,0,70.0,0,3.0,130.5
479,Sales & Marketing,Bachelor's,f,1,29,3.0,2,0.0,0,48.0,0,3.0,96.0
480,Finance,Bachelor's,f,1,39,4.0,11,0.0,0,59.0,0,4.0,59.0
481,Analytics,Bachelor's,m,1,32,3.0,7,0.0,0,80.0,0,3.0,80.0
482,Operations,Master's & above,m,1,54,4.0,7,1.0,0,58.0,0,5.0,116.0
483,Procurement,Bachelor's,f,1,36,3.0,4,1.0,0,72.0,0,4.0,72.0
484,Sales & Marketing,Bachelor's,m,1,34,1.5,5,0.0,0,46.0,0,1.0,46.0
485,HR,Master's & above,f,1,33,5.0,7,1.0,0,50.0,0,6.0,50.0
486,Technology,Master's & above,m,1,39,2.0,4,1.0,0,81.0,0,3.0,81.0
487,Finance,Bachelor's,f,1,32,4.0,8,0.0,0,59.0,0,4.0,118.0
488,Technology,Bachelor's,m,1,31,3.0,6,0.0,0,77.0,0,3.0,77.0
489,Sales & Marketing,Bachelor's,m,1,31,1.5,7,1.0,0,52.0,0,2.0,52.0
490,Procurement,Bachelor's,f,1,25,3.0,3,0.0,0,68.0,0,3.0,68.0
491,Sales & Marketing,Bachelor's,f,1,43,5.0,4,1.0,0,50.0,0,6.0,50.0
492,Operations,Bachelor's,m,1,25,3.0,1,0.0,0,65.0,0,,65.0
493,Procurement,Master's & above,f,1,50,1.5,13,0.0,0,68.0,0,1.0,68.0
494,Operations,Master's & above,m,1,32,3.0,4,1.0,0,64.0,1,4.0,130.5
495,Finance,Bachelor's,m,1,28,3.0,2,0.0,0,59.0,0,3.0,59.0
496,Sales & Marketing,Bachelor's,m,1,32,1.5,5,0.0,0,51.0,0,1.0,51.0
497,Sales & Marketing,Bachelor's,m,1,34,5.0,5,0.0,0,49.0,0,5.0,49.0
498,Operations,Bachelor's,m,1,30,5.0,4,0.0,0,55.0,0,5.0,55.0
499,Operations,Master's & above,f,1,33,5.0,6,0.0,0,74.0,1,5.0,74.0
500,Procurement,Master's & above,m,1,46,4.0,13,1.0,0,70.0,0,5.0,130.5
501,Sales & Marketing,Bachelor's,m,1,35,4.0,10,1.0,0,50.0,1,5.0,50.0
502,Operations,Bachelor's,m,1,33,5.0,8,1.0,0,59.0,1,6.0,59.0
503,Operations,Bachelor's,m,1,30,4.0,4,0.0,0,59.0,0,4.0,59.0
504,Procurement,Bachelor's,m,1,33,5.0,4,1.0,0,71.0,0,6.0,130.5
505,Sales & Marketing,Bachelor's,m,1,28,4.0,5,0.0,0,52.0,0,4.0,52.0
506,Technology,Master's & above,m,1,38,3.0,8,0.0,0,84.0,0,3.0,84.0
507,Sales & Marketing,Bachelor's,f,1,34,2.0,7,1.0,0,49.0,1,3.0,49.0
508,Sales & Marketing,Bachelor's,f,1,40,3.0,1,1.0,0,51.0,0,,102.0
509,Procurement,Bachelor's,f,1,30,3.0,5,0.0,0,73.0,0,3.0,130.5
510,Operations,Bachelor's,f,1,29,2.0,7,0.0,0,60.0,0,2.0,60.0
511,R&D,Bachelor's,m,1,30,3.0,3,0.0,0,83.0,0,3.0,83.0
512,Sales & Marketing,Bachelor's,m,1,38,4.0,10,0.0,0,50.0,0,4.0,50.0
513,Operations,Bachelor's,m,1,40,3.0,11,0.0,0,60.0,0,3.0,130.5
514,Analytics,Bachelor's,f,1,29,4.0,5,0.0,0,86.0,0,4.0,86.0
515,HR,Master's & above,f,1,53,4.0,13,0.0,0,47.0,0,4.0,47.0
516,Sales & Marketing,Bachelor's,f,1,26,3.0,2,0.0,0,49.0,0,3.0,49.0
517,Analytics,Bachelor's,m,1,28,3.0,1,0.0,0,82.0,0,,130.5
518,Analytics,Master's & above,m,1,26,3.0,1,1.0,0,84.0,0,,84.0
519,Procurement,Bachelor's,m,1,28,3.0,4,0.0,0,65.0,0,3.0,65.0
520,HR,Bachelor's,f,1,30,3.0,3,0.0,0,51.0,0,3.0,51.0
521,Operations,Master's & above,m,1,54,4.0,4,1.0,0,56.0,0,5.0,56.0
522,R&D,Bachelor's,f,1,29,3.0,1,1.0,0,86.0,0,,86.0
523,Technology,Bachelor's,m,1,31,3.0,4,0.0,0,83.0,0,3.0,83.0
524,Procurement,Bachelor's,f,1,26,3.0,2,0.0,0,69.0,0,3.0,69.0
525,Operations,Master's & above,f,1,37,3.0,10,0.0,0,62.0,0,3.0,62.0
526,Operations,Bachelor's,f,1,25,3.0,1,0.0,0,62.0,0,3.0,62.0
527,Technology,Bachelor's,m,1,27,2.0,3,1.0,0,78.0,0,3.0,78.0
528,Operations,Master's & above,m,1,39,4.0,10,0.0,0,60.0,0,4.0,60.0
529,Analytics,Bachelor's,m,1,36,5.0,3,1.0,0,91.0,1,6.0,91.0
530,Procurement,Master's & above,m,1,35,5.0,6,1.0,0,91.0,1,6.0,130.5
531,Technology,Bachelor's,f,1,28,3.0,1,0.0,0,81.0,0,,81.0
532,Sales & Marketing,Bachelor's,m,1,30,3.0,1,1.0,0,50.0,0,,50.0
533,Procurement,Master's & above,m,1,37,5.0,9,1.0,0,75.0,0,6.0,75.0
534,Technology,Master's & above,m,1,35,1.5,9,0.0,0,80.0,0,1.0,130.5
535,Sales & Marketing,Master's & above,f,1,30,1.5,5,0.0,0,54.0,0,1.0,54.0
536,R&D,Bachelor's,m,1,30,5.0,1,0.0,0,96.0,1,5.0,96.0
537,Technology,Bachelor's,m,1,45,4.0,3,0.0,0,83.0,0,4.0,83.0
538,Procurement,Master's & above,m,1,36,3.0,7,1.0,0,71.0,0,4.0,71.0
539,Sales & Marketing,Bachelor's,m,1,37,3.0,4,0.0,0,50.0,0,3.0,50.0
540,Procurement,Bachelor's,f,1,39,3.0,4,0.0,0,73.0,0,3.0,130.5
541,Operations,Bachelor's,m,1,37,5.0,6,0.0,0,59.0,0,5.0,59.0
542,Procurement,Bachelor's,m,1,28,3.0,1,0.0,0,82.0,1,,82.0
543,Procurement,Master's & above,m,1,40,3.0,12,0.0,0,70.0,0,3.0,70.0
544,Sales & Marketing,Bachelor's,m,1,30,5.0,3,1.0,0,52.0,0,6.0,52.0
545,Operations,Master's & above,m,1,36,4.0,7,0.0,0,56.0,0,4.0,56.0
546,Sales & Marketing,Bachelor's,f,1,27,2.0,4,0.0,0,57.0,0,2.0,57.0
547,Operations,Bachelor's,f,1,29,1.5,4,0.0,0,57.0,0,1.0,57.0
548,Technology,Bachelor's,f,1,31,3.0,5,1.0,0,82.0,0,4.0,130.5
549,Procurement,Master's & above,m,1,36,4.0,7,1.0,0,67.0,0,5.0,67.0
550,Operations,Bachelor's,m,1,30,4.0,4,0.0,0,57.0,0,4.0,57.0
551,Analytics,Master's & above,m,1,32,3.0,6,1.0,0,86.0,0,4.0,130.5
552,Sales & Marketing,Bachelor's,m,1,29,5.0,2,0.0,0,50.0,0,5.0,50.0
553,Sales & Marketing,Bachelor's,f,1,29,3.0,1,0.0,0,45.0,0,,45.0
554,Sales & Marketing,Master's & above,m,1,38,1.5,8,0.0,0,47.0,0,1.0,94.0
555,Procurement,Master's & above,f,1,51,3.0,13,0.0,0,71.0,0,3.0,71.0
556,Finance,Master's & above,m,1,32,3.0,8,0.0,0,58.0,0,3.0,58.0
557,Technology,Master's & above,f,1,36,3.0,5,1.0,0,83.0,0,4.0,83.0
558,Operations,Bachelor's,m,1,30,5.0,5,1.0,0,57.0,0,6.0,114.0
559,Finance,Bachelor's,f,1,26,3.0,5,0.0,0,56.0,0,3.0,56.0
560,R&D,Bachelor's,m,1,32,5.0,3,1.0,0,83.0,1,6.0,130.5
561,Sales & Marketing,Bachelor's,m,1,26,3.0,3,0.0,0,50.0,0,3.0,100.0
562,Analytics,Bachelor's,m,1,30,4.0,2,0.0,0,83.0,0,4.0,83.0
563,Sales & Marketing,Bachelor's,f,1,28,1.5,2,0.0,0,50.0,0,1.0,50.0
564,Sales & Marketing,Bachelor's,m,1,40,3.0,13,1.0,0,55.0,1,4.0,55.0
565,Legal,Bachelor's,m,1,33,1.5,6,0.0,0,66.0,0,1.0,66.0
566,Operations,Below Secondary,f,1,24,3.0,1,0.0,0,73.0,1,,73.0
567,Legal,Below Secondary,m,1,27,3.0,1,1.0,0,59.0,0,,59.0
568,Operations,Bachelor's,m,1,30,4.0,2,1.0,0,61.0,0,5.0,61.0
569,Sales & Marketing,Master's & above,f,1,37,3.0,9,0.0,0,44.0,0,3.0,44.0
570,Operations,Bachelor's,f,1,33,3.0,9,0.0,0,58.0,0,3.0,58.0
571,Analytics,Bachelor's,m,1,31,3.0,2,0.0,0,84.0,0,3.0,130.5
572,Sales & Marketing,Bachelor's,m,1,43,3.0,3,0.0,0,48.0,0,3.0,48.0
573,Sales & Marketing,Master's & above,f,1,39,1.5,10,1.0,0,52.0,1,2.0,52.0
574,Sales & Marketing,Bachelor's,m,1,24,3.0,2,1.0,0,81.0,1,5.0,81.0
575,Procurement,Master's & above,m,1,41,2.0,12,0.0,0,71.0,0,2.0,71.0
576,R&D,Master's & above,m,1,35,5.0,4,1.0,0,85.0,0,6.0,85.0
577,Sales & Marketing,Bachelor's,m,1,24,3.0,1,0.0,0,49.0,0,,49.0
578,Sales & Marketing,Master's & above,m,1,33,2.0,7,0.0,0,53.0,0,2.0,130.5
579,Sales & Marketing,Master's & above,m,1,35,3.0,3,0.0,0,47.0,0,3.0,47.0
580,Sales & Marketing,Bachelor's,m,1,30,2.0,8,1.0,0,50.0,0,4.0,50.0
581,Procurement,Bachelor's,m,1,29,3.0,2,0.0,0,68.0,0,3.0,68.0
582,Sales & Marketing,Bachelor's,m,1,28,5.0,2,1.0,0,50.0,0,6.0,50.0
583,Operations,Master's & above,f,1,48,5.0,13,1.0,0,61.0,0,6.0,61.0
584,Technology,Bachelor's,m,1,31,3.0,3,0.0,0,79.0,0,3.0,79.0
585,Sales & Marketing,Bachelor's,m,1,26,1.5,3,1.0,0,50.0,0,2.0,50.0
586,Sales & Marketing,Bachelor's,m,1,24,3.0,1,0.0,0,47.0,0,,94.0
587,Technology,Bachelor's,f,1,30,3.0,1,1.0,0,76.0,0,,76.0
588,Operations,Master's & above,f,1,38,3.0,2,1.0,0,61.0,0,4.0,61.0
589,Sales & Marketing,Bachelor's,m,1,27,5.0,3,1.0,0,49.0,0,6.0,49.0
590,Technology,Master's & above,f,1,49,1.5,13,0.0,0,77.0,0,1.0,77.0
591,Technology,Bachelor's,f,1,32,3.0,1,0.0,0,80.0,0,,80.0
592,Operations,Bachelor's,m,1,26,3.0,1,0.0,0,65.0,0,,65.0
593,Sales & Marketing,Bachelor's,f,1,35,5.0,7,0.0,0,48.0,0,5.0,48.0
594,Finance,Bachelor's,f,1,46,3.0,3,0.0,0,59.0,0,3.0,118.0
595,Procurement,Master's & above,m,1,34,2.0,6,0.0,0,69.0,0,2.0,69.0
596,Finance,Bachelor's,f,1,30,1.5,3,1.0,0,59.0,0,2.0,118.0
597,Procurement,Bachelor's,f,1,53,1.5,11,0.0,0,67.0,0,1.0,67.0
598,Sales & Marketing,Master's & above,m,1,49,3.0,13,0.0,0,48.0,0,3.0,48.0
599,Procurement,Master's & above,f,1,35,3.0,5,0.0,0,68.0,0,3.0,68.0
600,R&D,Master's & above,m,1,34,4.0,4,0.0,0,83.0,0,4.0,83.0
601,Sales & Marketing,Bachelor's,m,1,26,2.0,5,0.0,0,46.0,0,2.0,130.5
